id|Text|Scene|Tag
VOICE_1665|You won’t believe how good these spicy 烤羊腿 are, especially with some beer.|美食|EN
VOICE_1666|你愿意和我去尝试一个新的 fitness class 吗？|生活|ZH
VOICE_1667|我将带着我的小狗去做个 health check，确保它的身体健康。|宠物|ZH
VOICE_1668|我在 Zara Home 买了一款很有 texture 的壁纸，你要不要看一下？|家居|ZH
VOICE_1669|Today我想和朋友一起去 drink cocktails 享受夜生活。|娱乐|ZH
VOICE_1670|The 烧烤 at this place always draws in a crowd for a reason.|美食|EN
VOICE_1671|吃燕麦早餐和喝 almond milk 是我一天的开始。|健康|ZH
VOICE_1672|How can I construct a 演讲稿 for my public speaking class?|教育|EN
VOICE_1673|Anyone can start 低碳生活 to help the environment. Start today!|环保|EN
VOICE_1674|在周末我会带着我的猫咪去 pet salon 做美容。|宠物|ZH
VOICE_1675|What’s your favorite type of 旅馆 while traveling?|旅行|EN
VOICE_1676|The dentist told me I have 牙颈裂, it was the cause of my toothache.|健康|EN
VOICE_1677|I really want a bowl of 冰粉 on hot days.|美食|EN
VOICE_1678|I ate 番茄炒蛋 with 米粉 for my lunch. It was really delicious.|美食|EN
VOICE_1679|这个世界上的每一颗 tree 都是无比重要的。|环保|ZH
VOICE_1680|Did you guys try the 肉夹馍 from the local food stall?|美食|EN
VOICE_1681|Let’s plan a weekend getaway for some live 演出.|娱乐|EN
VOICE_1682|My 餐盘 always looks colorful with a variety of fruits and vegetables.|美食|EN
VOICE_1683|Can we invest in renewable energy projects for 环保?|工作|EN
VOICE_1684|I hope能和朋友一起去玩 escape room 挑战思维！|娱乐|ZH
VOICE_1685|We need to replace the old and worn-out 厨房设备 in our kitchen.|家居|EN
VOICE_1686|We're installing a 雨水收集 system to conserve water in our home.|环保|EN
VOICE_1687|I need to buy a new 电动剃须刀 from the store.|家居|EN
VOICE_1688|我开始参加 tree planting activities，这是我为环保作出的贡献。|环保|ZH
VOICE_1689|最近我在看一个很受欢迎的 fantasy film，情节很精彩！|娱乐|ZH
VOICE_1690|What is the average life 期待 of a parakeet?|宠物|EN
VOICE_1691|我在 Jerusalem 的 old city 迷失了自我，感受到了 history 的深邃。|旅行|ZH
VOICE_1692|我们需要准备一些 travel essentials 以便顺利出行。|旅行|ZH
VOICE_1693|我希望能在旅行中写下我的 travel journal 记录经历。|旅行|ZH
VOICE_1694|我想在 Macy's 购买新的沙发来装潢我的客厅。|家居|ZH
VOICE_1695|我在Pet Travel Service上查询了些可以带我家宠物一起旅行的信息。|宠物|ZH
VOICE_1696|How about we grab some 刀削面 for dinner tonight?|美食|EN
VOICE_1697|Let’s visit the local attractions and take lots of 照片.|旅行|EN
VOICE_1698|我觉得在 home office 添加些类似 Mood Board 的东西能提升效率。|家居|ZH
VOICE_1699|我今天表现得很嗨，身体充满Energy的感觉。|健康|ZH
VOICE_1700|We need a team for the upcoming 商业竞赛, any volunteers?|工作|EN
VOICE_1701|你觉得这个新的 podcast 的主题怎么样？|娱乐|ZH
VOICE_1702|The experience of visiting 亚马逊雨林 is amazing.|教育|EN
VOICE_1703|我希望能在这个 city 的博物馆学习历史。|旅行|ZH
VOICE_1704|我喜欢使用一些 DIY 的家居装饰，你觉得如何？|家居|ZH
VOICE_1705|我每天早上都会喝一杯warm water without fail，清肠排毒。|健康|ZH
VOICE_1706|I learned a lot from my last 论文 writing assignment.|教育|EN
VOICE_1707|I just discovered a beautiful hiking trail near my home.|生活|EN
VOICE_1708|我们可以一起去看一个 festival，体验多样的文化。|娱乐|ZH
VOICE_1709|你对参加 cooking class 有兴趣吗？|生活|ZH
VOICE_1710|我在这个 backpacker’s guide 里看到了一些实用的信息。|旅行|ZH
VOICE_1711|I think my 宠物狗 might be allergic to its food. Anyone else had this problem?|宠物|EN
VOICE_1712|我在很多 interior design blogs 上发现了不少新的装修想法。|家居|ZH
VOICE_1713|我订阅了 BBC Learning English 来提高我的英语水平。|教育|ZH
VOICE_1714|A large 卫浴 mirror can make the bathroom appear larger.|家居|EN
VOICE_1715|I pulled an 所有夜晚 studying for the final exam.|教育|EN
VOICE_1716|我们必须要植树来增加 earth's lung。|环保|ZH
VOICE_1717|我找到了一款很好用的Exercise app，方便我随时查找各种健身动作。|健康|ZH
VOICE_1718|How do you cook that 西红柿炒鸡蛋?|美食|EN
VOICE_1719|你觉得这个 DJ 的新曲子好听吗？|娱乐|ZH
VOICE_1720| Brussels 的 beer 是 world-class 的，我一定要尝一下。|旅行|ZH
VOICE_1721|Can you pick up the 垃圾 and throw it in the bin?|家居|EN
VOICE_1722|Let's grab some 火锅 this weekend, okay?|美食|EN
VOICE_1723|在 China，我是 tea 的忠实粉丝。|美食|ZH
VOICE_1724|Recently我在学习如何制作健康的小吃.|生活|ZH
VOICE_1725|Did you catch the latest performance by that local band?|娱乐|EN
VOICE_1726|我觉得适合 bedroom 的 lighting 应该是 warm and soft 的。|家居|ZH
VOICE_1727|我正在准备 my resignation letter，因为我找到了更好的 job opportunities。|工作|ZH
VOICE_1728|在 Australia,我尝试过 kangaroo steak。|美食|ZH
VOICE_1729|我个人非常支持 green initiatives 这种环保举措。|环保|ZH
VOICE_1730|最近我在学习如何制作健康的小吃.|生活|ZH
VOICE_1731|我们需要更了解我们的 pet 的 needs 和要求。|宠物|ZH
VOICE_1732|Do you know any 吉他教师 who could teach me?|教育|EN
VOICE_1733|我学校有一门课程是教我们软件 debugging 的技巧。|教育|ZH
VOICE_1734|感恩节我准备尝试 cooking a turkey。|美食|ZH
VOICE_1735|The 窗帘 look beautiful with the morning sunlight.|家居|EN
VOICE_1736|我们可以一起去参加一个 fashion show，体验时尚的魅力。|娱乐|ZH
VOICE_1737|Recently我在学习如何做 homemade bread.|生活|ZH
VOICE_1738|我想参加一个关于 leadership 的 workshop 来提升自己。|教育|ZH
VOICE_1739|你有没有看过那个经典的电影？|娱乐|ZH
VOICE_1740|我真希望我们学校有一个足球 team。|教育|ZH
VOICE_1741|I heard that 猫头鹰 make good pets, is that true?|宠物|EN
VOICE_1742|我们的目标是减少项目的 delivery time。|工作|ZH
VOICE_1743|I can't wait to taste the 烤冷面 of that Korean restaurant.|美食|EN
VOICE_1744|Have you filled the 问卷调查 for our project?|工作|EN
VOICE_1745|Avocado is full of healthy fats and 纤维, it is great for digestion.|美食|EN
VOICE_1746|I've decided to start composting my food waste to reduce my carbon footprint.|美食|EN
VOICE_1747|My son really wants to play 保龄球 this weekend.|健康|EN
VOICE_1748|你认为这个课程对学生的职业技能提升和发展有效吗？|教育|ZH
VOICE_1749|Our chemistry teacher conducts interesting 实验 to explain complex concepts.|教育|EN
VOICE_1750|我自家的 Office Space 正在使用 Herman Miller 的工作椅。|家居|ZH
VOICE_1751|Let’s have a family dinner with some traditional 家常菜.|生活|EN
VOICE_1752|每一点都有用，lets start with turning off the lights when not in use.|环保|ZH
VOICE_1753|I loved the 弹幕 during the online streaming of the TV show.|家居|EN
VOICE_1754|I just bought a new 电视 for our living room.|家居|EN
VOICE_1755|我正在尝试使用 e-books 来代替纸质书籍，希望可以更环保。|教育|ZH
VOICE_1756|我正在使用 Booking.com 搜索去 Amsterdam 的酒店。|旅行|ZH
VOICE_1757|Do you remember where's the 必备 toolkit?|家居|EN
VOICE_1758|Did you see that viral 视频 of the dance challenge?|娱乐|EN
VOICE_1759|I hope能去参加一个 film editing workshop 提升技能。|娱乐|ZH
VOICE_1760|去日本的 Kyoto 和 Tokyo 一直是我梦寐以求的。|旅行|ZH
VOICE_1761|看了Health documentaries，发现原来保持健康可以有这么多的方式。|健康|ZH
VOICE_1762|我最近在尝试 vegan diet，感觉身体都好了很多。|美食|ZH
VOICE_1763|我们在学习 space exploration 的相关知识，这是个很迷人的主题。|教育|ZH
VOICE_1764|最近我在追一个新的 sci-fi show 情节太精彩了！|娱乐|ZH
VOICE_1765|今天我们要去做 special edition cupcakes。|美食|ZH
VOICE_1766|我的狗狗总喜欢 hide bones 在后院，一会儿还会去挖出来。|宠物|ZH
VOICE_1767|Let's analyze the results of the 教学 evaluations.|教育|EN
VOICE_1768|I enjoy playing board games with my family during holidays.|生活|EN
VOICE_1769|This 全棉 bedsheets are really cozy.|家居|EN
VOICE_1770|I'm going to 儿童乐园 with my kids this weekend.|家居|EN
VOICE_1771|I love trying out the local 美食 when I travel to new places.|旅行|EN
VOICE_1772|我想在卧室的墙壁上安装 Wall Decals 来增添趣味性。|家居|ZH
VOICE_1773|I think my 宠物蛇 is sick. What should I do?|宠物|EN
VOICE_1774|To save our earth，我们都要做出努力。|环保|ZH
VOICE_1775|我非常喜爱 Bull Terriers, 你怎么看？|宠物|ZH
VOICE_1776|这家 Mexican food 的 Taco 非常美味。|美食|ZH
VOICE_1777|I love how they serve 包子 with the soup.|美食|EN
VOICE_1778|Let's set up a mentorship program for 新的 students.|教育|EN
VOICE_1779|我毕业论文的主题是 Big Data Analysis，我对此非常兴奋。|教育|ZH
VOICE_1780|I bought 橄榄油 for making homemade soap.|家居|EN
VOICE_1781|在 BB&B，我买了一个新的 Cosy blanket。|家居|ZH
VOICE_1782|I enjoy going to trivia nights at local bars with friends.|娱乐|EN
VOICE_1783|我们的巧克力公司正在尝试使用 Fair trade cocoa，以减少环境破坏。|环保|ZH
VOICE_1784|I hope能去看一场体育比赛 感受现场氛围。|娱乐|ZH
VOICE_1785|买加菲猫 Price 一般是多少？|宠物|ZH
VOICE_1786|I am teaching Chinese 象棋 in an after school program.|教育|EN
VOICE_1787|我们的目标是完成这个 scenic hike 享受美丽景色。|旅行|ZH
VOICE_1788|I need to replace the batteries in the 游戏机.|家居|EN
VOICE_1789|I’ve been cooking healthy meals with fresh 材料 lately.|生活|EN
VOICE_1790|What’s the longest trip you’ve taken, and where did you go?|旅行|EN
VOICE_1791|It’s important to maintain a good teacher-student relationship for effective 教学.|教育|EN
VOICE_1792|Our school arranged a tour to 科学馆 last week.|教育|EN
VOICE_1793|我喜欢在不同的 cultures 中学习和成长。|旅行|ZH
VOICE_1794|Let's evaluate the performance of the 新的 teaching methods.|教育|EN
VOICE_1795|Can you help me choose a travel destination for the 假期?|家居|EN
VOICE_1796|Today, I discovered a new dish - 粉蒸肉. It's very unique and delicious!|美食|EN
VOICE_1797|我已经决定停止吃任何形式的Fast food。|健康|ZH
VOICE_1798|我更喜欢 Ashley Furniture 的家具款式，它们质量很好。|家居|ZH
VOICE_1799|The fashion industry needs to adopt more 环保 practices.|环保|EN
VOICE_1800|I'm planning a family game night this 周末.|家居|EN
VOICE_1801|看来你购买了一款新的 digital reading device。|教育|ZH
VOICE_1802|我倾向于使用 eco-friendly cleaning products 来清洁家居，因为它们对环境影响小。|环保|ZH
VOICE_1803|Ocean pollution 是个严重的问题，我们应该采取措施去应对。|环保|ZH
VOICE_1804|你觉得这个 hotel package deal 怎么样？|旅行|ZH
VOICE_1805|你想去看 soccer match 吗?|生活|ZH
VOICE_1806|我建议大家购买 High Efficiency 洗衣机来节约能源。|家居|ZH
VOICE_1807|I can't wait to try the 丽江烤鱼 you mentioned last time.|美食|EN
VOICE_1808|The English 教材 for my math class was incredibly difficult to understand.|教育|EN
VOICE_1809|Have you ever attended a local cooking competition while on vacation?|旅行|EN
VOICE_1810|暑假我打算去 Oxford 短期学习，你有什么建议？|教育|ZH
VOICE_1811|The 米粉 is served in an unique way in that restaurant.|美食|EN
VOICE_1812|我们的 manager 试图通过更好的 team building 提高团队的士气。|工作|ZH
VOICE_1813|My friends are all crazy about 剪纸 art right now.|家居|EN
VOICE_1814|How about playing some 桌游 with friends tonight?|娱乐|EN
VOICE_1815|My Siamese cat is really a 猫猫皇后, she's so regal!|宠物|EN
VOICE_1816|Did you see the 滑雪 competition last weekend? It was absolutely thrilling!|健康|EN
VOICE_1817|我正在寻找一个有摄像头的 baby monitor，你知道哪些品牌比较好吗？|家居|ZH
VOICE_1818|What do you think这个 DJ 的新曲子如何？|娱乐|ZH
VOICE_1819|在一些日常行为中实现布置工作与深度rest的均衡是非常重要的。|健康|ZH
VOICE_1820|你觉得这个周末去参加 flea market 怎么样？|生活|ZH
VOICE_1821|The 咸鸭蛋 I had at the street vendor was firm and rich.|美食|EN
VOICE_1822|我常去 Coursera 学习计算机科学相关的内容。|教育|ZH
VOICE_1823|我们可以一起去参观 local landmarks.|生活|ZH
VOICE_1824|你家有没有试过让你的 Pet 穿一些 Cute 的衣服？|宠物|ZH
VOICE_1825|我在 internet 上找到了一个很好的 chocolate cake 的 recipe。|美食|ZH
VOICE_1826|我在PetSmart买了一个名叫Puppy KONG的儿童玩具。|宠物|ZH
VOICE_1827|我每天都要spend time为狗狗做新鲜的 dog food。|宠物|ZH
VOICE_1828|Did you check out that new comedy club downtown?|娱乐|EN
VOICE_1829|I need to buy a new 橱柜 for the kitchen.|家居|EN
VOICE_1830|我只购买 cruelty-free product，因为我是环保者。|环保|ZH
VOICE_1831|I love discovering hidden treasures in every new 目的地.|旅行|EN
VOICE_1832|我们正在为所在的 department 安排一次 team lunch。|工作|ZH
VOICE_1833|有时候我会到 health bar 挑选我喜欢的蔬菜沙拉。|美食|ZH
VOICE_1834|我在 Los Angeles 的一家 restaurant 尝试了 vegan food。|美食|ZH
VOICE_1835|我试图让自己习惯 morning jog ，以此提升我的健康状态。|健康|ZH
VOICE_1836|Let's get 刀削面 for lunch at that new place downtown.|美食|EN
VOICE_1837|This weekend你觉得去 local farmers market 购物怎么样？|生活|ZH
VOICE_1838|我最喜欢那种名叫 Blue Eyes的猫猫，眼睛太漂亮了。|宠物|ZH
VOICE_1839|I'm reviewing our 教育 materials for cultural relevance.|教育|EN
VOICE_1840|我最喜欢的 Cats Meow pet shop 有卖最可爱的猫粮。|宠物|ZH
VOICE_1841|My 猫咪 just had kittens last night.|宠物|EN
VOICE_1842|你有没有听说过这个 TED talk，是关于提高学习效率的。|教育|ZH
VOICE_1843|I've been craving 贵州米粉 lately.|美食|EN
VOICE_1844|昨晚去了家很棒的steak house，其牛排口感极佳。|美食|ZH
VOICE_1845|在 Tokyo 市中心租一辆 bike, 感受下现代与传统并存的城市。|旅行|ZH
VOICE_1846|How about going to a magic show for some entertainment?|娱乐|EN
VOICE_1847|我们可以通过海报来宣传 go green 的信息。|环保|ZH
VOICE_1848|Let’s have a game night with some delicious 零食.|生活|EN
VOICE_1849|我们可以去这个 beautiful village 探索当地文化。|旅行|ZH
VOICE_1850|我上次去 British Columbia 欣赏 Rocky Mountains ，真的很美，连空气都充满了新鲜的感觉。|旅行|ZH
VOICE_1851|What kind of 宠物植物 is safe for my cat?|宠物|EN
VOICE_1852|我在用 Excel 处理数据，希望能找到新的 trend。|工作|ZH
VOICE_1853|我昨天尝了一下那个 super popular 的红酒炖牛肉。|美食|ZH
VOICE_1854|我们可以一起去尝试一些新的 cuisines.|生活|ZH
VOICE_1855|I really want to try the 宜家's meatballs.|美食|EN
VOICE_1856|我的表姐正在上一门关于 interior design 的课程。|教育|ZH
VOICE_1857|Just signed up for a dance class to learn some new moves.|生活|EN
VOICE_1858|我把我的新业务计划发送到了 boss 的邮箱，希望他能对此给出反馈。|工作|ZH
VOICE_1859|我正在考虑制作一些 homemade pasta。|美食|ZH
VOICE_1860|今天晚上我想和家人一起看个 family movie。|娱乐|ZH
VOICE_1861|I recently attended a workshop on sustainability, and they made us aware of how much we take our resources for granted.我们应该更珍惜资源.|环保|EN
VOICE_1862|The 夫妻肺片 I had at the Sichuanese restaurant was so tender.|美食|EN
VOICE_1863|My first-year 学习经验 in college was challenging.|教育|EN
VOICE_1864|我在 local market 找到了一些特殊食材。|美食|ZH
VOICE_1865|Eco-friendly transportation reduces 碳排放 and air pollution.|环保|EN
VOICE_1866|我正在尝试使用 Evernote 做笔记，你认为如何？|教育|ZH
VOICE_1867|我希望能去看一场 exciting show，期待震撼的表演。|娱乐|ZH
VOICE_1868|我需要为我领导的项目编写一个 executive summary。|工作|ZH
VOICE_1869|I’ve been exploring various cultural festivals lately.|娱乐|EN
VOICE_1870|Peer tutoring has proven to be an effective 学习互助 strategy.|教育|EN
VOICE_1871|我每周都有固定的 gym session，旨在保持万全体力。|健康|ZH
VOICE_1872|Let's go for a 公园 walk, it's better than going shopping, right?|环保|EN
VOICE_1873|I enjoy attending local concerts to enjoy live 音乐.|生活|EN
VOICE_1874|我最后做了一个 weekend brunch 为我自己。|美食|ZH
VOICE_1875|你是否考虑过在 Pottery Barn 购买一些优质的陶器作为装饰？|家居|ZH
VOICE_1876|我正在用公司的 internal system 来处理 my daily tasks。|工作|ZH
VOICE_1877|I'm preparing a report on our 学校 performance.|教育|EN
VOICE_1878|每日一问: 还没决定今天学习什么新的 programming language 吗？|教育|ZH
VOICE_1879|我们已经开始在家 compost our waste，这个过程既简单又有助于环保。|环保|ZH
VOICE_1880|I want去参加一个 movie marathon 欣赏经典影片。|娱乐|ZH
VOICE_1881|目前我健身的主要目标是body building。|健康|ZH
VOICE_1882|我们的 startup 正在寻找 talent 进行招聘。|工作|ZH
VOICE_1883|Our 新茶几 has a scratch!|家居|EN
VOICE_1884|Would you like和我一起去参加一个 talent show 吗？|生活|ZH
VOICE_1885|我尝试去寻找一些protein rich foods来补充我的蛋白质。|健康|ZH
VOICE_1886|我去了著名的 French restaurant 吃晚餐。|美食|ZH
VOICE_1887|Where did you put the 货架 in the garage?|家居|EN
VOICE_1888| Copenhagen 的 design museum 里收藏了世界顶级的设计作品。|旅行|ZH
VOICE_1889|我觉得我需要一个personal trainer来帮助我健身。|健康|ZH
VOICE_1890|The 经济报告 is due tomorrow. We need to finalize it.|工作|EN
VOICE_1891|Have you ever tried scuba diving in a beautiful 海洋?|旅行|EN
VOICE_1892|What’s your favorite destination for a quick getaway?|旅行|EN
VOICE_1893|I enjoy learning about the history behind famous landmarks.|旅行|EN
VOICE_1894|The 新千年 technology could change the future of mankind!|教育|EN
VOICE_1895|Recently我在读一本关于 film history 的书 增长见识。|娱乐|ZH
VOICE_1896|你知道Vegan diet怎样吗？我听说它可以帮助养生。|健康|ZH
VOICE_1897|I found out that most of coffee cups are not recyclable. I was shocked! I need to bring 咖啡杯 to the cafe next time.|环保|EN
VOICE_1898|I left my 手机充电器 at home, can I borrow one?|环保|EN
VOICE_1899|最近我在探索新的 music genre，发现了很多好作品。|娱乐|ZH
VOICE_1900|我最喜欢的 dish 是川菜，特别是 kung pao chicken。|美食|ZH
VOICE_1901|I drink large amounts of 绿茶 for detoxification.|健康|EN
VOICE_1902|This 成人教育 class is wonderful, I'm learning so much about painting.|教育|EN
VOICE_1903|Can you help me set this 水焖锅?|家居|EN
VOICE_1904|Let’s try to find the best local ice cream shop during our travels.|旅行|EN
VOICE_1905|我正在寻找一款 energy-saving 的空气清新器。|家居|ZH
VOICE_1906|The 海鲜煲 at this place is worth every penny.|美食|EN
VOICE_1907|I enjoy tasting the different styles of 咖啡 from around the world.|旅行|EN
VOICE_1908|我对于 Vienna 的 music hall 非常向往，听说那里的音乐会特别棒。|旅行|ZH
VOICE_1909|我希望自己有很多 soft skills，像问题解决、批判性思考等。|工作|ZH
VOICE_1910|我喜欢跑马拉松，这是一种enjoyment，是挑战自我。|健康|ZH
VOICE_1911|大学有很多 club 活动，我计划加入几个。|教育|ZH
VOICE_1912|Adapting 技术教育 into our curriculum can prepare students for the future job market.|教育|EN
VOICE_1913|I love hosting brunch for my friends every month.|生活|EN
VOICE_1914|I am on a 全素 diet for the past one year.|健康|EN
VOICE_1915|这家pet shop来了一批新品种的tropical fish，我真想把它们全买了。|宠物|ZH
VOICE_1916|我们应该培养 pick up litter 的好习惯，保持环境的整洁。|环保|ZH
VOICE_1917|We need a new 电热铺 for the winter.|家居|EN
VOICE_1918|I am so proud of our city for creating a 绿色空间 green space downtown.|环保|EN
VOICE_1919|我想去参加一个 dance workshop，学习新的舞蹈风格。|娱乐|ZH
VOICE_1920|Global warming is a big threat to the planet and we can't keep ignoring it. We all need to come together to fight against it.这非常需要国际合作 and contribution from us all.|环保|EN
VOICE_1921|Have you听过那个经典的 animated series 吗？|娱乐|ZH
VOICE_1922|Do you think这个 weekend 去参加 live music event 如何？|生活|ZH
VOICE_1923|他们家的chicken nuggets外酥里嫩，一点都不油腻。|美食|ZH
VOICE_1924|How to make your 宠物 behave?|宠物|EN
VOICE_1925|I'm planning to implement feedback from our 客户 surveys.|工作|EN
VOICE_1926|I hope能去看一场现场演出 感受气氛。|娱乐|ZH
VOICE_1927|我们的 government 正在推动使用 eco-friendly materials。|环保|ZH
VOICE_1928|我想学一些新的 dance styles.|生活|ZH
VOICE_1929|Formal education plays a huge role in shaping an individual's 世界观.|教育|EN
VOICE_1930|Our 班主任 helps us with academic and personal issues.|教育|EN
VOICE_1931|The 大门 needs a new lock for added security.|家居|EN
VOICE_1932|不断地运用 innovation 和 technology 可以帮助我们实现绿色生活。|环保|ZH
VOICE_1933|Did you catch the latest news about the celebrity wedding?|娱乐|EN
VOICE_1934|I love spending time in the kitchen trying new 烘焙 recipes.|生活|EN
VOICE_1935|作为一名 vegan，我在每一餐都要确保蛋白质的摄入。|健康|ZH
VOICE_1936|我很喜欢 horses, but they are high maintenance.|宠物|EN
VOICE_1937|早餐 should be dense and balanced to fuel your morning.|健康|EN
VOICE_1938|我在Asian market买了些fresh fish, 打算做些日式料理。|美食|ZH
VOICE_1939|Can we get a new 燃气灶 for the kitchen?|家居|EN
VOICE_1940|我改变了我的 eating habits，从而让我变得更瘦，更有能量。|健康|ZH
VOICE_1941|I suffered from 工作疲劳 due to long hours.|工作|EN
VOICE_1942|Did you check out the new exhibit at the art 博物馆?|娱乐|EN
VOICE_1943|我偏好 weightlifting，这能让我的 muscle mass 增加。|健康|ZH
VOICE_1944|我想去看那个新的 animated series，听说很搞笑。|娱乐|ZH
VOICE_1945|What's a good 宠物电影 I can watch with my dog?|宠物|EN
VOICE_1946|节约资源的简单方法有答复电子邮件, 传输文件或者说使用 renewable energy 。|环保|ZH
VOICE_1947|Do you know any simple DIY methods to customize 窗户?|家居|EN
VOICE_1948|I'm writing an essay about the impact of 技术 on education.|教育|EN
VOICE_1949|My mom made the best 红烧肉 for dinner last night.|美食|EN
VOICE_1950|一个好的work-life balance可以帮助我们保持良好的精神状态。|生活|ZH
VOICE_1951|In this quarter we are ahead of our 销售目标.|工作|EN
VOICE_1952|我在计划参加一个 cooking retreat.|生活|ZH
VOICE_1953|Arts and music are often overlooked in 核心课程, but they're crucial for student's holistic development.|教育|EN
VOICE_1954|我正在尝试一种新的学习方法, 叫作 active learning。|教育|ZH
VOICE_1955|我们必须进行 eco-friendly practices，保护环境。|环保|ZH
VOICE_1956|Having 豆浆 for breakfast provides proteins and fiber.|健康|EN
VOICE_1957|这个 quarter 的业绩令人鼓舞，公司应该会给大家发奖金.|工作|ZH
VOICE_1958|Did you watch the 纪录片 about ocean pollution?|环保|EN
VOICE_1959|Let's do 市场调研 to understand the demand better.|工作|EN
VOICE_1960|在 The Metropolitan Museum of Art，我是个午后的悠闲画家。|旅行|ZH
VOICE_1961|我们必须减少 carbon footprint，低碳生活。|环保|ZH
VOICE_1962|They're having a 打折 sale at the mall, want to go check it out?|家居|EN
VOICE_1963|每晚都运行Yoga workouts app半小时，这是我的睡前逆袭。|健康|ZH
VOICE_1964|你有没有参加过 film workshop，了解电影制作的过程？|娱乐|ZH
VOICE_1965|我和我家猫猫一起看“Cats and Dogs”这部电影。|宠物|ZH
VOICE_1966|I just can't get used to the taste of 豆浆.|美食|EN
VOICE_1967|我喜欢在我的 Living room 添加一些 Vintage touches。|家居|ZH
VOICE_1968|Effective 学习策略 are crucial for achieving academic success.|教育|EN
VOICE_1969|我的pet rabbit喜欢吃 carrot，但是我担心营养偏食。|宠物|ZH
VOICE_1970|She is having difficulties grasping the concepts of 经济学.|教育|EN
VOICE_1971|我们可以一起去看一个 family movie，增进感情。|娱乐|ZH
VOICE_1972|I enjoy playing video games with friends on the weekend.|娱乐|EN
VOICE_1973|Support 可持续发展 to save our planet for future generations.|环保|EN
VOICE_1974|我正在寻找一个 lifestyle magazine 来更新我的家居布置灵感。|家居|ZH
VOICE_1975|我们试图在家中将 food waste 转化为 compost。|环保|ZH
VOICE_1976|Did you hear about the new theme park opening next year?|娱乐|EN
VOICE_1977|Tonight我想去看一场 exciting concert 体验音乐的魅力。|娱乐|ZH
VOICE_1978|你最近在看什么 interesting series?|生活|ZH
VOICE_1979|We need to nurture creativity in children from a young 年龄.|教育|EN
VOICE_1980|Have you听过最近流行的 audiobooks？|生活|ZH
VOICE_1981|Quality 睡眠 is important for mental health and daily functioning.|健康|EN
VOICE_1982|Let's meet at the 火锅 place near the office for dinner.|美食|EN
VOICE_1983|在纽约的 Times Square，我迷失在了那五光十色的 neon signs 中。|旅行|ZH
VOICE_1984|Electric cars 是向 clean energy transition 迈出的重要一步。|环保|ZH
VOICE_1985|我偶尔会用punching bag来发泄我的情绪和压力。|健康|ZH
VOICE_1986|How about visiting a local 书店 to find some new reads?|生活|EN
VOICE_1987|Start using more 风能 wind energy as it is a renewable source of energy.|环保|EN
VOICE_1988|Regular 按摩 can help improve blood circulation.|健康|EN
VOICE_1989|我和我的 co-workers 通常会分享我们的 work experiences。|工作|ZH
VOICE_1990|我希望能参加一个 DIY workshop，学习手工艺。|娱乐|ZH
VOICE_1991|Adopt而不是Buy，这是我养宠物的原则。|宠物|ZH
VOICE_1992|Cutting down on 烟酒 can have a massive impact on your health.|美食|EN
VOICE_1993|读完了一本关于 European history 的书，感觉非常有收获。|教育|ZH
VOICE_1994|最近我在看一部精彩的 mystery movie，情节真吸引人！|娱乐|ZH
VOICE_1995|I enjoy exploring local music venues to discover新音乐.|旅行|EN
VOICE_1996|Whole grain 面包 is a healthier choice than white bread.|健康|EN
VOICE_1997|在植物学课上我们正在学习 plant reproduction，真是大自然的奇迹。|教育|ZH
VOICE_1998|我打算在 upcoming holiday 去 Europe backpacking。|旅行|ZH
VOICE_1999|The team is working on a 新的 software development project.|工作|EN
VOICE_2000|Please schedule a 会议 with the stakeholders.|工作|EN
VOICE_2001|我的 dream job 是成为一名成功的 product manager。|工作|ZH
VOICE_2002|Do you think去 lake picnic 是个好主意吗？|生活|ZH
VOICE_2003|This page is missing the 后端代码, can you help check it?|环保|EN
VOICE_2004|我总是选择购买 organic fruits 来减少化学物质的使用。|环保|ZH
VOICE_2005|我尝试使用个人健康应用（personal fitness app ）来监控我的健康情况。|健康|ZH
VOICE_2006|请尽量减少使用 disposable items，他们伤害了地球。|环保|ZH
VOICE_2007|I've been craving 水煮鱼 all week.|美食|EN
VOICE_2008|Great job on the 美甲, it looks fantastic!|健康|EN
VOICE_2009|我最喜欢yellow labrador，它们身上的毛发感觉像丝绸。|宠物|ZH
VOICE_2010|I am thinking about adopting a 萌宠.|宠物|EN
VOICE_2011|I saw a local vender selling 煎饼果子，it smelled amazing.|美食|EN
VOICE_2012|在客厅的 Couch 上晚上看电影是我最喜欢的事情之一。|家居|ZH
VOICE_2013|我是 eco-activist，我正在为更绿色的地球而战斗。|环保|ZH
VOICE_2014|我在学校加入了 environmental club，希望可以贡献自己的力量。|环保|ZH
VOICE_2015|我很满意在 Amazon 上买的autofeeder，不用常常给狗狗喂狗粮了。|宠物|ZH
VOICE_2016|我决定试试在 Etsy 上买一些 Customized Prints 来装饰客厅。|家居|ZH
VOICE_2017|I enjoy going to art exhibitions to see new 作品.|生活|EN
VOICE_2018|Recently我在听一个很有趣的 interview 内容丰富。|娱乐|ZH
VOICE_2019|我在 farmers market 买了一些 fresh produce。|美食|ZH
VOICE_2020|我做了一整个 night shift，现在只想找个 Hawaii 的沙滩放松下。|旅行|ZH
VOICE_2021|我在 Boston 尝试了他们的 clam chowder，非常 delicious。|美食|ZH
VOICE_2022|最近我在探索不同的艺术形式.|生活|ZH
VOICE_2023|我们可以通过有效的策略来解决这个问题。|工作|ZH
